1,0110,  6
0,1111, -1
0,0000,  0
0,1001, -7
0,0010,  2
1,1011, -5
1,0110,  6
0,1011, -5
1,1011, -5
1,1011, -5
1,0110,  6
1,0110,  6
1,1000, -8
1,0110,  6
1,1000, -8
1,0001,  1
1,0101,  5
1,0000,  0
1,1000, -8
1,1100, -4
1,0111,  7
1,1001, -7
1,0001,  1
1,0000,  0
1,0110,  6
1,0101,  5
0,0111,  7
0,1001, -7
0,1011, -5
1,1111, -1
1,1010, -6
0,0010,  2
0,0110,  6
1,1011, -5
1,0110,  6
0,1011, -5
0,1111, -1
0,1000, -8
0,1001, -7
1,1111, -1
0,1010, -6
1,1000, -8
1,0111,  7
1,0101,  5
0,0000,  0
0,1010, -6
0,0001,  1
1,1001, -7
1,0111,  7
0,0101,  5
0,0110,  6
0,1101, -3
1,1001, -7
0,0101,  5
1,0110,  6
1,0110,  6
1,1110, -2
1,0101,  5
0,1001, -7
1,1111, -1
0,1000, -8
0,1110, -2
1,0110,  6
1,1011, -5
1,1011, -5
0,0001,  1
1,0000,  0
0,1010, -6
1,0111,  7
1,0000,  0
0,0110,  6
0,1001, -7
1,1101, -3
1,0010,  2
1,1000, -8
0,0100,  4
1,0011,  3
1,0011,  3
1,0111,  7
1,0011,  3
1,0101,  5
1,1001, -7
1,0001,  1
1,1000, -8
0,1111, -1
0,1011, -5
0,0111,  7
1,0111,  7
1,1000, -8
1,1010, -6
0,0001,  1
0,0100,  4
1,1000, -8
0,0111,  7
1,0110,  6
1,1010, -6
1,0110,  6
0,1010, -6
0,1110, -2
0,1101, -3
0,1010, -6
1,1001, -7
1,1001, -7
1,0110,  6
0,1010, -6
1,1011, -5
0,1000, -8
0,0110,  6
1,0000,  0
0,1111, -1
0,1000, -8
0,0110,  6
0,0010,  2
1,1000, -8
1,0000,  0
0,0111,  7
1,0110,  6
0,0001,  1
0,0111,  7
1,0111,  7
1,0001,  1
1,1001, -7
1,0100,  4
1,1000, -8
1,1101, -3
1,0110,  6
0,1001, -7
1,0110,  6
1,0001,  1
1,0110,  6
1,1111, -1
1,1101, -3
0,1000, -8
0,1110, -2
1,1111, -1
1,1010, -6
0,0011,  3
1,0011,  3
1,1010, -6
1,1111, -1
1,0111,  7
1,0110,  6
1,0111,  7
1,1011, -5
0,1101, -3
1,0000,  0
1,0111,  7
0,1101, -3
1,0111,  7
0,1011, -5
1,1001, -7
1,1001, -7
1,1010, -6
1,1011, -5
0,1111, -1
0,1011, -5
1,1000, -8
1,1001, -7
1,0111,  7
1,1001, -7
1,1101, -3
1,1010, -6
1,1010, -6
0,0011,  3
0,1010, -6
1,0001,  1
0,1011, -5
1,1100, -4
1,0101,  5
0,1111, -1
1,0101,  5
0,0101,  5
1,1000, -8
1,0001,  1
1,0011,  3
0,1010, -6
0,1000, -8
0,1111, -1
0,1111, -1
1,1000, -8
0,1101, -3
1,1111, -1
1,0101,  5
0,0000,  0
0,1000, -8
0,0110,  6
1,1111, -1
0,1011, -5
1,1111, -1
1,0011,  3
1,1111, -1
0,1101, -3
1,0010,  2
0,0111,  7
0,0001,  1
0,1111, -1
1,0011,  3
1,0110,  6
0,0010,  2
1,1000, -8
1,1001, -7
1,1000, -8
1,1001, -7
1,0000,  0
1,1110, -2
1,0101,  5
1,1011, -5
1,0010,  2
0,0111,  7
1,0101,  5
1,1011, -5
1,1001, -7
0,1001, -7
1,0111,  7
0,1011, -5
1,0001,  1
1,0110,  6
1,0110,  6
1,1000, -8
1,1001, -7
1,1111, -1
1,0000,  0
0,1000, -8
1,1010, -6
0,1011, -5
1,1000, -8
0,0100,  4
1,0010,  2
1,0100,  4
0,0101,  5
1,0011,  3
1,1010, -6
1,0111,  7
1,0000,  0
0,0110,  6
1,0000,  0
1,0101,  5
1,1011, -5
0,0101,  5
1,1000, -8
1,1000, -8
0,0110,  6
1,0111,  7
1,1000, -8
0,1011, -5
1,1000, -8
1,1000, -8
1,1111, -1
1,0111,  7
1,1011, -5
0,1011, -5
1,0110,  6
0,0001,  1
0,1111, -1
1,0001,  1
1,1000, -8
0,1001, -7
0,0110,  6
0,1110, -2
0,0111,  7
0,0101,  5
0,1001, -7
0,1000, -8
1,0001,  1
1,0110,  6
1,1000, -8
1,1100, -4
0,0111,  7
1,0111,  7
1,1011, -5
1,1000, -8
1,1010, -6
0,0101,  5
1,0111,  7
0,1000, -8
0,1000, -8
0,0111,  7
0,1010, -6
1,1010, -6
1,0101,  5
1,1110, -2
1,1011, -5
1,0100,  4
1,1011, -5
1,1011, -5
1,1000, -8
1,1001, -7
1,0101,  5
1,1000, -8
1,1010, -6
1,0100,  4
1,1101, -3
0,1011, -5
1,0111,  7
1,1001, -7
0,0101,  5
1,1011, -5
0,0101,  5
1,0110,  6
1,0111,  7
1,1111, -1
0,0100,  4
1,1110, -2
1,1010, -6
1,1000, -8
1,0100,  4
1,0110,  6
1,1010, -6
1,0111,  7
1,1010, -6
0,1100, -4
1,0111,  7
0,1111, -1
1,0110,  6
1,1101, -3
1,1100, -4
1,1100, -4
0,1010, -6
1,0110,  6
0,1110, -2
0,0000,  0
1,0111,  7
1,0101,  5
1,1101, -3
0,0011,  3
1,1001, -7
0,1111, -1
1,1111, -1
0,0011,  3
0,1001, -7
1,1010, -6
1,0101,  5
1,1101, -3
1,1110, -2
1,1111, -1
1,0101,  5
0,0101,  5
1,1111, -1
1,1100, -4
0,1001, -7
1,0111,  7
0,0111,  7
1,0110,  6
1,1001, -7
0,0010,  2
1,1001, -7
1,0110,  6
1,0110,  6
1,0110,  6
1,1011, -5
0,0110,  6
1,0110,  6
1,0101,  5
0,0101,  5
1,0000,  0
0,0100,  4
1,0001,  1
1,1000, -8
1,0000,  0
1,0001,  1
1,0111,  7
1,1111, -1
1,1011, -5
0,0010,  2
1,0001,  1
1,0101,  5
1,0111,  7
1,0110,  6
1,0101,  5
0,1011, -5
0,0000,  0
1,1110, -2
1,1111, -1
1,1000, -8
1,1001, -7
1,0110,  6
1,1011, -5
0,0110,  6
1,1001, -7
1,0000,  0
0,1010, -6
1,0110,  6
0,0010,  2
0,1010, -6
1,1110, -2
0,0100,  4
1,0011,  3
1,1111, -1
1,0000,  0
1,1010, -6
1,1100, -4
1,1111, -1
1,0110,  6
1,1011, -5
1,0100,  4
1,1011, -5
0,1001, -7
1,1110, -2
1,1001, -7
0,0111,  7
0,1100, -4
0,1111, -1
1,0010,  2
1,0101,  5
0,0011,  3
1,1100, -4
1,0110,  6
1,0110,  6
1,1101, -3
1,1111, -1
0,0110,  6
0,0001,  1
0,1111, -1
1,1000, -8
1,1010, -6
1,1101, -3
1,0111,  7
0,0010,  2
1,1111, -1
0,1011, -5
0,0010,  2
0,1111, -1
1,1111, -1
1,0111,  7
0,1010, -6
1,0111,  7
1,0111,  7
1,0000,  0
0,0111,  7
1,0010,  2
0,0100,  4
1,1011, -5
1,0101,  5
0,1010, -6
0,1010, -6
1,1101, -3
1,0100,  4
1,0110,  6
1,0110,  6
1,0101,  5
0,0111,  7
0,0110,  6
0,1111, -1
1,1010, -6
0,1001, -7
0,1110, -2
1,0101,  5
0,0101,  5
1,1001, -7
1,0000,  0
0,0101,  5
0,0110,  6
0,0101,  5
1,1000, -8
1,1110, -2
1,0011,  3
0,1111, -1
1,1010, -6
1,1110, -2
1,0100,  4
0,0001,  1
1,1001, -7
0,0101,  5
1,1010, -6
1,1011, -5
1,1001, -7
1,1011, -5
1,1000, -8
1,0110,  6
0,1111, -1
1,0111,  7
0,1000, -8
1,1110, -2
1,1100, -4
0,1010, -6
0,0000,  0
1,0001,  1
1,1110, -2
0,0001,  1
1,1001, -7
1,1110, -2
1,1011, -5
1,0000,  0
0,1011, -5
1,0101,  5
1,1010, -6
1,0111,  7
1,0000,  0
1,0001,  1
1,0111,  7
1,1111, -1
1,0110,  6
1,1010, -6
0,0001,  1
0,0110,  6
0,1000, -8
1,0111,  7
1,1011, -5
1,0110,  6
1,1101, -3
1,0111,  7
1,1010, -6
1,0001,  1
1,1000, -8
0,0100,  4
1,0000,  0
1,0101,  5
1,0101,  5
1,0111,  7
1,1000, -8
0,1000, -8
1,1011, -5
0,0111,  7
1,1010, -6
1,0111,  7
1,1111, -1
0,1010, -6
1,1100, -4
1,1010, -6
0,0110,  6
0,1000, -8
0,1001, -7
1,0110,  6
0,0000,  0
0,1000, -8
0,1010, -6
1,1010, -6
1,0111,  7
0,1001, -7
1,1010, -6
1,1111, -1
0,1010, -6
1,0010,  2
0,0010,  2
1,0000,  0
1,0001,  1
0,1011, -5
1,1110, -2
0,0101,  5
0,0000,  0
0,1011, -5
0,0101,  5
0,1110, -2
0,0001,  1
1,0100,  4
1,1011, -5
1,0011,  3
1,0101,  5
1,1110, -2
1,1011, -5
1,0101,  5
1,1010, -6
1,1011, -5
1,0001,  1
1,0111,  7
1,0100,  4
0,0101,  5
1,0101,  5
1,1001, -7
0,1000, -8
1,1000, -8
1,1000, -8
1,0101,  5
1,1010, -6
1,0011,  3
0,1000, -8
1,1010, -6
0,1010, -6
1,1001, -7
1,0001,  1
0,0001,  1
1,1111, -1
1,0110,  6
1,0001,  1
1,0011,  3
1,1000, -8
1,0101,  5
0,1111, -1
0,1011, -5
0,0110,  6
0,0110,  6
1,1010, -6
0,1111, -1
1,0101,  5
0,1011, -5
0,0001,  1
1,1111, -1
1,0011,  3
1,0110,  6
1,1101, -3
1,1001, -7
1,0111,  7
0,0111,  7
1,1010, -6
1,0101,  5
1,0110,  6
1,1000, -8
1,0000,  0
1,1000, -8
1,1000, -8
1,1110, -2
0,1010, -6
1,1001, -7
0,0111,  7
1,0001,  1
0,1000, -8
1,0010,  2
0,1001, -7
1,1001, -7
1,1100, -4
1,0100,  4
1,1001, -7
1,0110,  6
1,0110,  6
1,1111, -1
1,0110,  6
1,0101,  5
1,1000, -8
1,0011,  3
1,0000,  0
0,1001, -7
0,0111,  7
0,0011,  3
1,0101,  5
1,1010, -6
1,1011, -5
1,0010,  2
1,0010,  2
1,1110, -2
0,1100, -4
0,1010, -6
1,1000, -8
1,0010,  2
1,1001, -7
1,0000,  0
1,1011, -5
1,1111, -1
1,1101, -3
1,0000,  0
0,0101,  5
0,0111,  7
1,0000,  0
1,1100, -4
1,0111,  7
1,0110,  6
1,1010, -6
0,0001,  1
1,0000,  0
1,1111, -1
1,1001, -7
1,1000, -8
1,0110,  6
1,0011,  3
1,1001, -7
1,0101,  5
0,1001, -7
1,1011, -5
1,0010,  2
1,1111, -1
0,0110,  6
1,0110,  6
1,0101,  5
0,0001,  1
1,1000, -8
1,0010,  2
1,1010, -6
0,0101,  5
0,1100, -4
1,1000, -8
0,0110,  6
0,1100, -4
1,1110, -2
1,0001,  1
1,1001, -7
1,0110,  6
1,0010,  2
0,1010, -6
1,1011, -5
1,0110,  6
1,1001, -7
0,0101,  5
0,0110,  6
1,1001, -7
0,1010, -6
0,0101,  5
1,0000,  0
1,1011, -5
1,1011, -5
1,1011, -5
1,0000,  0
1,0111,  7
1,1111, -1
0,1010, -6
0,1111, -1
0,1110, -2
0,1011, -5
0,1011, -5
1,1101, -3
1,0001,  1
0,1101, -3
0,0001,  1
0,0001,  1
0,0110,  6
1,0001,  1
1,1010, -6
0,1000, -8
1,0100,  4
0,0001,  1
1,1110, -2
1,1000, -8
1,0110,  6
1,0001,  1
1,0111,  7
1,1001, -7
1,1101, -3
1,1010, -6
0,1010, -6
0,1111, -1
1,1010, -6
1,1001, -7
1,1011, -5
